Tax,gdppc,doing_business
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
26.2,,2.8
27,33132.3203,3.2
28.1,32688.4081,3.3
27.9,32024.35277,3.4
26.7,31702.08354,3.5
26.4,31250.80201,4.1
25.6,30582.15371,4
26.8,30558.39128,4.4
27.5,29743.00587,4.3
28.3,28787.49869,4.2
30.1,29082.06885,4.4
32.9,28744.35656,4.4
34.8,27662.34576,5.1
35.5,26761.23046,5.3
,26156.04064,5.5
,25459.08374,5.5
,25725.46735,
,26206.43637,
,26824.70512,
,25462.87485,
,25208.11143,
,24759.60197,
,24489.33596,
,23870.01265,
,22997.03,
,21968.47512,
,21668.21961,
,20814.95641,
,20520.4105,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
53.1,,14.1
48,35220.08379,14.1
62,34655.26276,14.3
64.8,34302.0374,14.4
65.2,33945.84388,14.8
65.6,34219.83278,14.7
67.6,35227.62483,16.7
67.6,36347.34248,18.4
67.6,36201.16157,18.7
67.6,35710.42,18
72.5,37954.16066,18.5
75.3,38612.01165,18.7
75.3,38243.80633,20
76.7,37604.36062,20.7
,37434.10009,21.4
,37090.40522,22.1
,37199.35237,
,37162.42334,
,36535.81877,
,35244.75654,
,34709.27281,
,34167.09526,
,33569.06299,
,33152.04099,
,32222.36069,
,31550.27191,
,31841.10915,
,31599.12068,
,31141.90286,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
46.7,,7.5
47.4,39002.22332,7.5
48.8,38282.50467,7.5
50.4,37882.98062,7.5
50.3,37337.31741,7.5
48.7,37148.60275,7.5
,36367.59706,
,35774.69671,
,35749.75668,
,34317.67082,
,36278.36947,
,36697.2409,
,36141.58524,
,35658.14867,
,35078.26199,
,34333.13367,
,33888.78348,
,33927.64363,
,33871.85822,
,33010.98092,
,33154.84458,
,33624.48056,
,33345.87683,
,32425.22995,
,31680.53793,
,31476.07477,
,31718.1343,
,31529.57554,
,30582.42797,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
49.7,,7
49.7,26028.69169,7.2
49.7,25973.44831,7.2
49.7,25634.37695,7.9
49.7,25352.03769,8.7
51.6,24160.75199,8.7
51.9,23160.35131,9.1
52.5,23575.45298,11.5
52.5,23414.84277,11.3
52.5,24024.27081,11.3
52.5,25135.38414,11.9
52.5,23864.29317,20.7
52.3,24154.52577,24.4
52.3,23758.94998,26.8
,21948.01572,
,21388.6185,
,22467.40875,
,22236.27196,
,21359.68435,
,19583.66257,
,19189.90721,
,19490.82509,
,18444.77827,
,17622.37599,
,16926.62727,
,16276.93308,
,15418.97669,
,14913.18708,
,15263.09727,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
33.1,,14.6
33.1,35938.37422,14.6
33.1,35020.41151,14.6
33.2,34177.65447,14.5
33.2,33425.68959,14.5
33.4,32548.71552,14.6
34,31776.89703,14.6
34.1,31228.5107,14.6
30.2,30352.10482,14.7
32.3,28642.8379,14.7
33.9,28588.37212,16.9
31.6,28013.70442,17.1
32.5,26697.03261,18.2
36.8,25516.82419,15.7
,24605.53486,15.7
,23549.36645,18.4
,22997.18714,
,21530.26336,
,20756.7799,
,19216.14147,
,17386.98682,
,18526.58138,
,17655.53145,
,16566.4157,
,15272.29744,
,14126.25352,
,13356.02923,
,12710.59974,
,11632.59856,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
13,,2
13,65530.53658,1.7
13,68861.7921,2.8
13,68476.32504,2.3
12.8,70832.36836,2
12.4,74084.52144,1.2
12.4,77618.00034,1.1
10.7,77459.53831,1.2
10.7,75204.14512,1.3
10.7,81922.53712,1
10.7,93698.4616,1.3
10.7,96870.42782,1.6
10.7,96244.33671,1.6
10.7,93469.54314,2.2
,87555.15518,2.4
,80462.60032,2
,69392.77169,
,68472.83109,
,69920.17568,
,69981.56426,
,75940.39605,
,78426.99588,
,80453.95959,
,81017.12409,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
42.6,,0.5
42.7,29524.13765,0.6
42.6,28033.75338,0.6
42.6,27045.59672,0.6
42.4,26258.09719,0.2
42.9,25143.80699,0.9
43,24049.25057,1.1
43.1,22854.2339,2.8
45.1,21070.54373,2.8
43.6,20300.41646,2.4
45.6,23567.60137,2.7
46.2,22729.11587,3
47.6,20219.02876,2.8
51.2,18526.653,3.3
,16919.93542,3.7
,15702.46447,4
,14090.49723,
,13092.6735,
,12189.90976,
,11657.78118,
,11708.20957,
,10816.04447,
,9914.317103,
,9357.321917,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
20.5,,1.7
20.5,94277.96536,1.7
20.8,94920.95872,1.7
20.6,94088.59223,2
20.6,93655.33416,2
20.4,90656.38042,1.9
20,89505.15896,1.9
19.8,92005.01684,1.9
20,91743.29389,2.1
20,89098.73424,1.8
20,94900.34672,6.5
20,97864.1951,10.8
20.4,91724.18249,11.9
,88610.28987,
,87209.8194,
,85374.33983,
,85032.71188,
,82766.98904,
,81689.8164,
,76492.38825,
,71471.05669,
,68240.70365,
,65369.09583,
,65357.50427,
,65346.19924,
,63804.28576,
,62059.65311,
,61765.60104,
,57618.0207,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
36,,1.6
35.9,25063.71085,1.8
35.9,23743.13022,1.8
35.9,23018.6924,1.8
35,22172.13435,4.3
35,21563.60554,1.9
35.8,20827.79967,2.3
37,19773.27745,2.6
37.5,18251.85519,1.5
37.5,18609.23283,2.1
36.6,21384.19854,2.3
36.2,21938.95645,3
36.2,19786.11509,3.5
36.2,17522.17352,4.2
,15658.82311,9.3
,14297.12211,10.1
,13058.68286,
,12051.79729,
,11175.09324,
,10500.16121,
,10149.23698,
,9438.434757,
,8575.267666,
,8283.803416,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,104861.8511,
,97751.73216,
,100444.5936,
,130755.1607,
,135318.7544,
,124568.5999,
,116752.2116,
,98184.64412,
,80121.22302,
,80762.39969,
,79743.38201,
,71160.18036,
,64199.25919,
,60810.59281,
,49153.46679,
,45126.65656,
,42443.30953,
,42225.49708,
,40824.84139,
,42705.36028,
,45673.19472,
,46731.77119,
,47887.11311,
,47307.06358,
,46310.13021,
,44984.80721,
,40680.11764,
,40365.34557,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
44,,7.1
43.9,36505.40592,7.4
43.8,35050.82874,12.3
41.5,34079.6901,14.1
41.5,31839.28403,14.6
41.4,30043.61509,15.3
41.4,29125.41401,11.6
41.4,28612.29697,12
,28358.64872,
,27523.22356,
,28431.57144,
,27690.50004,
,26721.98254,
,26337.87303,
,25539.95356,
,25598.55727,
,25128.27697,
,24583.04253,
,24618.61428,
,23206.83596,
,22292.62265,
,21343.97529,
,20432.01095,
,19818.00097,
,18766.38669,
,17929.50988,
,17332.83798,
,16727.88239,
,16172.98307,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
40.8,,4.2
40.7,48472.54454,4.4
40.4,47269.63295,4.5
41,46494.36426,4.6
39,45668.44147,5
39.5,45191.48625,5.2
39.2,45411.35235,5.1
39.6,46066.65241,5.5
39.4,45524.66214,5.7
38.5,45125.80592,5.6
38.2,47134.30299,5.9
41.8,46527.61839,6
44.6,44965.885,7.2
47.7,43507.30043,13
,42686.88683,13.2
,41982.92143,13.3
,42062.04727,
,42287.56189,
,41721.69405,
,40312.23648,
,38629.9402,
,37186.06045,
,35837.03074,
,34762.86937,
,33879.30608,
,33103.95579,
,32921.48854,
,32614.90355,
,32090.21105,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
37,,0.9
37.7,64800.05733,0.9
39.5,64159.54425,0.9
39.5,64008.28683,0.9
40.4,63419.31478,0.9
40.7,62896.29006,1.6
40.7,63003.4109,1.7
40.7,62145.02615,1.8
40.7,62350.41071,1.8
40.7,62698.28536,1.9
40.7,64586.1779,2.1
41.1,65083.2587,2.3
41.1,63854.11354,2.5
41.1,62864.79647,2.7
,61675.60078,2.9
,59678.44753,3.5
,59482.36596,
,58956.39415,
,58045.06727,
,56608.56513,
,55872.63975,
,54768.94898,
,52302.69134,
,50051.87133,
,48305.7807,
,46243.77986,
,45232.84169,
,43924.62825,
,42813.76496,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
34.6,,0.2
34.5,36085.84278,0.3
34.3,35776.57173,0.3
34.3,35309.82372,0.3
34.4,34455.33122,0.3
34.4,33782.10082,0.3
34,33369.26946,0.4
34.4,32734.53667,0.4
34.7,32119.21554,0.4
33.2,32168.77132,0.4
36,31881.12158,0.4
35.5,32657.58008,0.1
35.4,31768.86379,0.2
36.6,31351.83592,0.2
,30689.1868,0.2
,30162.49941,0.2
,29427.59462,
,28500.95264,
,27620.4728,
,27161.39482,
,25956.39195,
,25911.47717,
,25487.01891,
,25052.35446,
,24309.22536,
,23413.18637,
,22229.46594,
,22181.32263,
,23671.27301,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
27.4,,3.7
23.9,37960.70919,3.5
23.9,39883.95365,4
23.4,39873.3856,3.2
22.9,40365.27326,2.4
23,41924.8081,2.4
22,43030.17781,2.6
22,42121.43192,3.1
21.6,45335.85252,3.3
21.6,45635.95938,2.2
21.6,44938.94044,3.6
21.6,43034.65665,4.3
20.3,42472.53209,4.5
19.5,41458.37789,4.8
,41551.5734,4.9
,42044.73912,4.9
,44140.90936,
,45400.32532,
,43965.96949,
,41954.7329,
,42063.92578,
,41019.35676,
,38911.97397,
,38316.52914,
,37441.78672,
,37372.32169,
,36821.19478,
,35568.77334,
,35042.13369,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
37.2,,5.4
37.2,22287.95908,5.7
37.2,21500.0738,5.8
37.2,20817.55655,6.3
37.2,20017.99438,6.4
37,19377.90562,7.1
40.5,18441.35151,8.7
43.6,17093.83998,9.8
43.8,15628.59224,10.2
43.8,15031.29923,10.1
43.8,15113.25442,11.5
44.7,14006.17277,13
44.1,12735.55702,13.9
43.9,11937.60391,14.4
,11344.2502,14.6
,10749.08912,14.9
,10511.50974,
,10480.58422,
,10624.7885,
,10549.83713,
,10357.3691,
,9846.39118,
,9439.325833,
,9256.733562,
,9285.639613,
,9215.56723,
,8920.71972,
,8417.175393,
,7855.027176,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
75.8,,2.9
75.5,13501.42383,2.9
75.5,14148.5079,2.9
75.4,14216.54209,3.3
75.4,12992.08924,3.3
75,12503.14309,3.8
75.2,12871.53112,5.2
72.5,12520.49486,5.8
72.5,11955.40789,5.7
72.5,11980.69261,4.1
72.5,12807.69182,4.6
72.5,13607.74571,4.7
72.5,13552.85119,5.1
72.5,13931.41088,4.7
,13401.02214,4.3
,12849.15778,9.5
,13364.29452,
,12967.52892,
,12304.97524,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
40.7,,11.8
40.5,27343.36384,12
40.4,26093.51925,12.1
40.3,25307.24553,12.2
40.1,24355.39527,12.9
40.1,23555.49621,13.1
40.3,23218.1113,13.2
40.1,22850.63885,16
40.6,21770.64444,16.3
42.2,20952.80167,16.7
45.1,20391.90022,17.5
43.4,19563.29763,18.9
43.2,18267.58802,19.2
43.2,17193.52373,19.9
,16605.81843,20.8
,15785.42086,21.3
,15232.13015,
,14920.45973,
,14732.482,
,13943.65519,
,13323.97073,
,12740.79267,
,11975.5672,
,11300.27108,
,10580.10463,
,10069.49509,
,9731.361156,
,9521.780497,
,10276.57333,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
63.4,,1.3
63.4,35403.00738,0.8
63.4,35527.67749,1.3
65.8,35314.4295,1.3
66,35066.05686,1.3
49.6,34913.63318,1.4
50.4,34622.06037,1.4
63.1,34195.65107,1.4
63.6,33924.06415,1.6
60.6,33892.84814,1.6
60.6,34379.73772,1.7
57.6,34820.77187,1.7
57.6,35024.71998,1.8
57.6,35375.29983,2.2
,36040.41124,2.2
,33147.79345,2.2
,33150.83801,
,32892.16603,
,31005.17579,
,30105.98484,
,28709.73912,
,27361.9218,
,26332.3433,
,26027.22543,
,25125.79631,
,24341.35256,
,23457.71537,
,22579.09146,
,22227.18449,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
39.8,,2
39.8,27936.89609,2.1
39.8,27124.15504,2.1
40.9,26607.83312,2.2
42.3,26023.69785,2.3
42.2,25654.6143,2.4
41.9,25805.84983,2.3
42.6,26780.21491,2.3
42.6,27238.46067,6.5
42.3,26743.19799,6.4
42.5,27590.37495,6.5
42.9,27575.23676,6.7
43.8,26957.63637,7.9
43.8,26593.28555,13.4
,26439.93318,13.5
,26031.64944,12
,26375.96451,
,26318.47816,
,25999.49069,
,25227.38858,
,24420.94811,
,23422.33637,
,22529.92,
,21850.74,
,21026.02091,
,20881.20607,
,21342.85656,
,21096.42846,
,20166.92799,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
11.3,,7.1
11.3,116931.9863,6.7
11.3,118222.4269,6.2
11.3,119872.582,5.1
11.3,120860.0676,5.1
11.3,122636.9216,5.1
11.3,125302.08,4.8
11.3,129349.9164,6.1
11.3,125140.8383,7.1
11.3,117064.8597,4.6
11.3,119723.1007,5.7
11.3,118831.6554,5.7
,118585.1575,
,109802.3586,
,116418.2265,
,107615.8955,
,110654.4971,
,108055.0061,
,108323.9039,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
15.7,,6.6
15.7,48985.55382,6.8
15.7,50423.01349,6
15,50723.71265,5.7
14.6,49958.44334,5.6
14.6,49537.58573,6.9
14.7,49658.6527,7
14.7,48524.63249,8.8
14.7,45421.22848,10.2
14.7,44481.47176,7.9
14.6,46678.55353,18
14.6,45130.13956,30.2
14.6,45527.2678,70.4
14.9,45538.49797,72
,44390.95763,64.9
,42344.41092,70.7
,39194.77239,
,41472.85334,
,43071.44983,
,41721.7253,
,44251.47394,
,43838.09515,
,44207.12382,
,43980.90039,
,44905.85662,
,45784.8789,
,47702.40165,
,47262.89936,
,42457.11489,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
22.4,65386.13546,0.8
26.2,61973.68522,0.9
,59027.01263,1
,54560.54451,1
,51478.68511,
,49851.07927,
,51706.43482,
,48311.29412,
,45901.15086,
,48568.05099,
,46380.88442,
,44921.33766,
,43266.13893,
,40247.50299,
,37008.82397,
,35613.39816,
,34344.6723,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
20.6,,0.4
20.3,85535.3832,0.5
19.1,82621.50318,0.6
18,81741.09694,0.6
18,80903.53465,0.6
20.1,78896.6127,0.6
18.4,76285.56992,0.6
23.8,75113.20453,0.7
23.4,72115.8395,0.7
24.1,63697.29143,0.7
24.2,66046.14739,0.9
21.8,68432.68555,0.8
35.4,,9
35.4,57761.75798,9.1
35.4,57245.78322,8.8
40.5,56426.45003,9
40.1,56610.3271,9
40.1,57750.45877,8.7
40.1,60282.54381,8.2
,66053.1105,
,73862.33744,
,78444.72812,
,91087.92413,
,90727.20951,
,85726.80002,
,83600.04794,
,82713.82835,
,80118.52703,
,78148.90154,
,78890.03875,
,75678.5028,
,74921.50739,
,69499.64805,
,65352.68573,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
49.7,,1
50.1,30155.15212,1.1
50.1,29212.3782,1.1
50.4,28308.87977,1.5
49.4,27285.28467,1.5
48.7,26580.71785,1.5
49.2,26218.4716,1.8
48.3,25835.00476,1.8
48.9,25159.07755,1.9
48.4,23973.84139,2
47.4,25382.1684,3.3
47.6,24049.98337,4.2
47.6,21712.17836,4.8
50,20020.83759,5
,18756.55395,5.7
,17815.82984,9.4
,16888.94319,
,16152.27108,
,15605.19611,
,15397.74523,
,15445.1404,
,14869.33937,
,14044.65265,
,13183.57921,
,12492.23211,
,11808.75927,
,11632.74526,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
31,,0
31,31400.83951,0
31,29930.03704,0
31,29037.74168,0
31,28417.65644,0
31.4,27622.68555,0
32.9,27976.91631,0
32.9,28804.70152,0
33.6,28678.37263,0
35.8,28451.54552,0
34.9,31137.77637,0.1
38.4,30190.72365,8.5
39.2,28389.3382,9.4
39.2,26955.47591,12
,25962.90851,13.5
,24896.11909,14.8
,24222.70577,
,23356.70552,
,22723.32704,
,21881.43619,
,20800.00597,
,20094.45711,
,19091.06757,
,18431.04519,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
49.1,,0.5
49.1,46949.28309,0.5
49.1,46568.17715,0.5
49.1,45679.278,0.5
49.1,44167.63187,0.6
52.1,43475.80134,0.6
52.1,43308.21447,0.6
52.1,43755.06044,0.6
52.1,42942.5625,0.6
53.9,40862.97013,0.6
53.8,43466.14184,0.6
53.8,44051.46761,0.6
54.1,42918.01025,0.7
54.1,41227.30871,0.7
,40257.92353,0.7
,38742.68026,0.7
,37980.98005,
,37330.70497,
,36854.86876,
,35245.13771,
,33743.96097,
,32393.4927,
,31498.44038,
,31076.90485,
,30031.82254,
,29058.23558,
,29843.97015,
,30371.40926,
,30933.63273,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,32017.76664,
,32820.08782,
,33640.79577,
,34092.65219,
,35563.84882,
,36340.24464,
,34108.59674,
,32875.27578,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
30.1,,13.4
30.1,26656.95252,13.2
30.1,25630.71009,13.4
30.1,24856.5599,14.2
29.8,24221.14426,15.2
25.5,23540.38038,16
23.5,22618.01239,13.8
30,22556.58257,15.4
42,20365.11893,16.8
44.1,19764.80709,19.2
46.6,20064.3024,26.8
48.4,20968.21668,29.7
48.4,19086.45369,32.2
48.4,17812.27995,31.7
,16416.56087,
,16835.77295,
,17687.64112,
,18018.24135,
,18453.10977,
,18340.82816,
,18360.92166,
,17272.09496,
,15608.90136,
,15097.194,
,15448.33633,
,15993.4304,
,15377.31306,
,14415.67098,
,14216.5299,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
39.7,,0.7
36.2,28763.07077,0.8
32,29540.8743,0.6
32.2,31524.58863,0.7
32,31181.8212,0.7
31.5,31405.44628,0.8
31,31254.78874,0.7
31,31012.71642,0.8
35,31260.90705,0.8
36.3,30403.81003,0.7
36.3,31951.0206,0.9
35,31047.53484,0.9
39.2,29777.56704,1.1
39.2,26429.34529,1.3
,25007.6684,
,23283.02293,
,20443.87864,
,19021.84964,
,18323.95826,
,17184.48678,
,15936.0419,
,14760.38732,
,13752.91809,
,12871.4601,
,12344.75533,
,11976.32954,
,12220.92965,
,12502.18455,
,12255.41389,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
41.8,,22.6
41.8,20551.40942,22.5
41.8,20093.63226,22.5
41.8,19831.4459,21.7
41.8,19827.56499,22.8
41.8,19270.5761,23.5
41.9,18477.37913,24
41.9,17904.74583,24.9
41.9,17082.40466,42.1
41.9,15900.82926,40
43,15307.85795,43.5
71.3,14330.29472,46
71.3,13485.55487,44.2
71.3,12975.75648,43.9
,12080.45626,48.2
,11499.40964,51.3
,11400.22433,
,12358.045,
,12874.76476,
,13175.44318,
,13506.11129,
,13005.63899,
,12066.24967,
,11511.0894,
,11764.79924,
,11047.22672,
,10840.71829,
,10117.19702,
,9840.72007,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
43.8,,1
43.8,54225.44612,1.1
44,53399.35917,1.1
43.9,53005.63615,1.1
43.8,51921.98464,1.2
43.8,51003.68599,1.2
,50520.34829,
,49793.71352,
,49374.17889,
,48557.86764,
,50383.84056,
,51011.42503,
,50598.94836,
,49762.2379,
,48597.33736,
,47260.04194,
,46366.57797,
,45977.54999,
,45986.05271,
,44672.54941,
,43166.08185,
,41811.63877,
,40500.79542,
,39476.26582,
,38891.6982,
,37843.57328,
,37321.12904,
,36543.08492,
,37062.13026,
